user,text,date,emotion,comment,share,cleaned_text,cluster,sentiment
S-Tikiwi Ponga,"Hello everyone am looking for a website on which I can create and plan my own quizzes/mqcs/gap fillings and others.... The plan would be to send them the link by for for example... Questions would not be in the same order for everyone....then it would mark the students and send me their results. Does that exist?
Than would be for extra work of course not for my in-class teaching.
🙏🙏🙏🙏🙏🙏",2024-12-16 20:40:46,6,18,0,hello everyone looking website create plan quizzesmqcsgap fillings others plan would send link example questions would order everyonethen would mark students send results exist would extra work course inclass teaching,2,NEGATIVE
Sara Howard,"Hi all! I’m new to the group. I am a high school teacher- I teach an elective called JAG, where students learn how to write a resume, interviewing skills, public speaking, conflict management and communication skills, budgeting, college and career exploration and more. Lots of employability skills, life skills, etc. What would you recommend to be the best AI tools to use to come up with some new fresh lesson plans, group projects, team building activities, etc? 
Thanks in advance for your help!",2024-12-20 20:39:36,5,6,0,hi im new group high school teacher teach elective called jag students learn write resume interviewing skills public speaking conflict management communication skills budgeting college career exploration lots employability skills life skills etc would recommend best ai tools use come new fresh lesson plans group projects team building activities etc thanks advance help,2,POSITIVE
Elisabetta Salvemini,Searching a free AI to convert audio to script,2024-12-15 20:00:57,73,54,17,searching free ai convert audio script,0,NEGATIVE
Pat Hegarty,Is there a free app like Synthesia available to teachers? One that doesn't limit you to a maximum of five videos?🤞,2024-12-20 20:38:28,4,1,0,free app like synthesia available teachers one doesnt limit maximum five videos,0,NEGATIVE
Kelly Clay,What's everyone's Thoughts on AI Schools in the future?🤔,2024-12-17 20:23:09,20,29,0,whats everyones thoughts ai schools future,0,POSITIVE
Carla Wong,"Hello everyone,  
Is ChatGPT reliable for learning languages such as Chinese, Japanese, and Spanish? 
Is it possible using ChatGPT for daily posting for students? 
Do you know other AI software that good for these languages? What about the grammar, is it accurate? 
Thank you!",2024-12-19 19:29:20,7,7,0,hello everyone chatgpt reliable learning languages chinese japanese spanish possible using chatgpt daily posting students know ai software good languages grammar accurate thank,0,POSITIVE
Jesson Lin,"I used to use ChatGPT to create images a lot, and the quality of the pictures it generated was really good. You should check them out! But sadly, I can't use it for that anymore.",2024-12-16 20:42:53,4,3,0,used use chatgpt create images lot quality pictures generated really good check sadly cant use anymore,2,NEGATIVE
Matematico Eiron,"What ai tools , I can be use in ppt presentation. Just type the content and ready to view the ppt. Thanks",2024-12-18 20:00:40,35,21,12,ai tools use ppt presentation type content ready view ppt thanks,2,POSITIVE
Vincent Deynu,Which resource can I use for my academic project work.,2024-12-19 19:29:39,4,10,0,resource use academic project work,2,POSITIVE
Fiona Burns,"Hi, I'm a science and maths teacher currently working in Sweden. I've been a teacher for a long time and worked in the UK, USA and Sweden. I've always had an interest in using digital tools in my education but I have a particular interest in developing AI-literacy for both staff and students.
I'm currently writing a masters thesis on student experiences of AI and will hopefully have that published early next year. My current school is involved in a project with a school in the UK looking at how we use AI in schools and developing student's understanding of the ethical aspects of using AI.",2024-12-19 19:30:09,7,5,0,hi im science maths teacher currently working sweden ive teacher long time worked uk usa sweden ive always interest using digital tools education particular interest developing ailiteracy staff students im currently writing masters thesis student experiences ai hopefully published early next year current school involved project school uk looking use ai schools developing students understanding ethical aspects using ai,2,POSITIVE
Jane Cailhol,"Hi there, what AI tool could I use to connect something like chat gpt to Canva? Is that a thing that's out there? Thanks",2024-12-19 19:30:36,4,6,0,hi ai tool could use connect something like chat gpt canva thing thats thanks,0,POSITIVE
Anonymous participant,"Hi all and merry Christmas! - MFL teacher here
What can you recommend in terms of AI that can read a transcript to make an audio for students? I am happy recording myself but I’m not a native speaker of the language and don’t want to disadvantage them by not sounding completely authentic
Thank you in advance :)",2024-12-19 19:29:50,4,10,0,hi merry christmas mfl teacher recommend terms ai read transcript make audio students happy recording im native speaker language dont want disadvantage sounding completely authentic thank advance,0,POSITIVE
Sanne Pit,Which generative AI tool works best in your opinion? I know there is ChatGPT and I have used it often; but what are similar platforms?,2024-12-14 21:56:11,9,11,0,generative ai tool works best opinion know chatgpt used often similar platforms,0,NEGATIVE
Neshmi Alhayek,"Hi everyone, I need some assistance. I want to make 150 gifs for a project that are no more than five seconds long each. Do you know of any free or paid ai tools that I can use that won't look like Illustrator images?",2024-12-19 19:29:43,5,3,0,hi everyone need assistance want make gifs project five seconds long know free paid ai tools use wont look like illustrator images,2,NEGATIVE
Tamsin Jane,"Hello 👋 I would really appreciate your help. What is the best way to get ai to generate pictures from a written description. It’s for an English lesson for Y6. Are there any limits eg word count? 

All advice appreciated!",2024-12-19 19:30:15,5,7,0,hello would really appreciate help best way get ai generate pictures written description english lesson limits eg word count advice appreciated,2,NEGATIVE
Anonymous participant,Which AI tool can l use to generate slides for presentation???,2024-12-09 19:51:55,38,37,12,ai tool l use generate slides presentation,0,NEGATIVE
Umbertina Attoli,"Hi everyone, how can I use AI to create communicative situations based on grammar or general topics in my class to improve speaking/ conversational skills?",2024-12-17 20:19:50,7,7,2,hi everyone use ai create communicative situations based grammar general topics class improve speaking conversational skills,0,NEGATIVE
Riccardo Pellegrini,"Hi, everyone 
I'm looking for an AI tool able to create a sequence of images to colour from a text, suitable for 1-5 grade children. Thanks you",2024-12-19 19:29:25,6,2,0,hi everyone im looking ai tool able create sequence images colour text suitable grade children thanks,2,POSITIVE
Peggy Schooling,"Just curious, how many of your schools or districts have written policies to guide AI use in your settings? What do you think the policy should include?",2024-12-19 19:30:31,6,7,0,curious many schools districts written policies guide ai use settings think policy include,0,POSITIVE
Diana Johnhan,"AI Meet & Greet 
Where are all our teachers from?🙂",2024-12-02 21:23:02,52,347,0,ai meet greet teachers,0,POSITIVE
Sophie Antona,Hello! Is there a free AI to create podcasts please?,2024-12-10 20:15:50,15,25,3,hello free ai create podcasts please,0,POSITIVE
Soon Joo Lee,"Hello, everyone! I want to get more information about teaching using AI.",2024-12-17 20:19:46,50,31,16,hello everyone want get information teaching using ai,2,NEGATIVE
Abdul Basheer,Hi! I'm new to this group. I recently joined because I am use AI to teach students with new techniques.,2024-12-09 19:56:24,12,7,0,hi im new group recently joined use ai teach students new techniques,2,POSITIVE
Dario Marini Ricci,"Hi, can you recommend a tool that converts handwritten text into typed text?

Edit: I'm seeking a tool that goes beyond basic optical character recognition (OCR). I want a solution that incorporates artificial intelligence to not only extract text from images but also to analyze the transcribed content for accuracy and consistency. This AI-powered tool should be able to identify and correct potential errors or inconsistencies in the transcribed text.",2024-10-10 20:24:00,11,20,0,hi recommend tool converts handwritten text typed text edit im seeking tool goes beyond basic optical character recognition ocr want solution incorporates artificial intelligence extract text images also analyze transcribed content accuracy consistency aipowered tool able identify correct potential errors inconsistencies transcribed text,2,NEGATIVE
Anonymous participant,Hi all! I'm a qualified English teacher and have completed Celta. I'm here to try to absorb new knowledge particularly about AI tools.,2024-12-09 19:53:50,33,15,1,hi im qualified english teacher completed celta im try absorb new knowledge particularly ai tools,2,POSITIVE
Jami Sims,This is my first year teaching…I have 102 argumentative essays for my Gen Ed HS Eng 2 and 3 classes to grade soon. Essays are due at the end of this coming week. I would like to get scores and feedback to students before winter break. I need recommendations that are inexpensive and time effective. I’ve never graded an essay before (I’m embarrassed to say!),2024-12-14 21:56:00,41,63,2,first year teachingi argumentative essays gen ed hs eng classes grade soon essays due end coming week would like get scores feedback students winter break need recommendations inexpensive time effective ive never graded essay im embarrassed say,2,NEGATIVE
Anonymous participant,Hello I am wanting to start creating training videos and powerpoint presentations for new hire behavior technicians to work with children with autism.  Please provide any and all resources on where to start.  Thank you all,2024-12-18 19:57:01,4,6,0,hello wanting start creating training videos powerpoint presentations new hire behavior technicians work children autism please provide resources start thank,2,POSITIVE
Autumn Bankhead Elliott,Hi! I'm new to this group. I recently joined because I'm looking for tools that my students can be introduced to that don't constitute as cheating. I'm also teaching a unit on AI and how jobs will be created and affected.  What's in your arsenal?,2024-12-18 19:59:22,7,5,0,hi im new group recently joined im looking tools students introduced dont constitute cheating im also teaching unit ai jobs created affected whats arsenal,2,NEGATIVE
